Id;Hash;Text_Cleaned
76;CFC95FBD681E45F43371187AE90B9F4287776CD94D32716D20144BBE787FB42D;"Вы планируете продолжать учёбу в магистратуре? ➕ Если да, то Вам нужно будет официально отказаться от обучения на текущем курсе, мы Вас отчисляем, при этом за Вами сохраняется возможность бесплатно, за счёт средств федерального бюджета пройти обучение на ""Цифровой Кафедре"" в следующем году. ➖ Если нет, то в таком случае, советуем Вам не отказываться от программы и всё-таки пройти обучение."
77;7AE72CCB0057776CD28008883069EADB77651DEE82EB55FF882BD3E329226D84;"К сожалению, нет. Дело в том, что в устанавливающих документах по ""Цифровой Кафедре"" указано, что студенты получают дополнительную квалификацию одновременно с освоением основной образовательной программы. Следовательно, подать заявку в следующем году Вы не сможете. Вы должны быть действующим студентом МГТУ им. Н. Э. Баумана - это обязательное условие для обучения на ""Цифровой Кафедре"". Мы советуем Вам не отказываться от курса и всё-таки пройти обучение."
78;FBC2A23A528563AC6E2855C9ED7C5C4EC4FACD6F35313CF80927046A9C5CBB66;Напишите, пожалуйста, в нашу техническую поддержку в Telegram @dc_bmstu_help, указав Ваше ФИО и программу
79;6B9367AADD961B2B7556C1AADD5CE6E61C4AA78C169901BCFD4797396AC48964;"Отчисление по собственному желанию/неуспеваемости на ""Цифровой Кафедре"" никоим образом не влияет на Ваше основное обучение в МГТУ. Лицам, не прошедшим итоговую аттестацию или получившим на итоговой аттестации неудовлетворительные результаты, а также лицам, освоившим часть Программы и (или) отчисленным из Университета, выдается справка об обучении или о периоде обучения по образцу, самостоятельно устанавливаемому Университетом."
80;5A65B1ED76DAACD4FA0C54F72D95EBA50012AAE6406D9D63B35EC48D01CF25F0;В случае возникновения любых технических проблем при работе с платформой, пишите, пожалуйста, нашим коллегам из технической поддержки с конкретным описанием Вашей проблемы: какой файл недоступен, с какой страницы (ссылка на страницу) - так будет понятнее, где искать проблему, приложите скриншоты или видео. Разработчики по Вашей заявке оперативно всё проверят и исправят. Спасибо!
81;7A679D63F26EAE26449D11909CDC75D821C9F031976B1B1FC58FE2232F55870E;В случае возникновения любых технических проблем при работе с платформой, пишите, пожалуйста, нашим коллегам из технической поддержки с конкретным описанием Вашей проблемы. Например, какой файл недоступен, с какой страницы (ссылка на страницу) - так будет понятнее, где искать проблему, приложите скриншоты или видео. В Вашем случае - о том, что не получаете рассылку по курсу. Разработчики оперативно всё проверят и исправят.
82;1FDD2ECB44FAD217DB1B708292DB8027B7A987DD538DA6F9D8FC4760EBEE3B71;Курс доступен в Вашем личном кабинете на НейроSPOC по клику на ФИО. Проверьте, пожалуйста.
99;EB45C7502E38BEBD4DA4365B3A2D78993E1407E5C67E2CE4D13460200306B86B;Этот вопрос индивидуально решается с организацией, которая будет принимать на стажировку. Вероятнее всего бесплатная, с возможностью по результатам и по решению организации перейти в штат.
170;602FE387229A128091902CDF754C12ACF1E4F6C3EA4D47DCA5C4A62F9654F191;Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: С понедельника по среду с 11 до 17. Бауманская улица, 57 2 этаж, кабинет 203
83;A07CBAC94013792493ECF0285F769082B96907D90443834B8D9C03C926A544B2;"Сообщите, пожалуйста, о проблеме в техническую поддержку или найдите решение ниже: 1. Возможно Вы не нажали ""Отметить материал как пройденный"" в моменте, где Вас просят подписаться на группу Вашего курса в Telegram. Только после клика на кнопку открывается доступ к следующему видео. Принцип последовательности изучения лекций сохраняется и в дальнейшем: без клика о прохождении материала доступ к следующему не открывается. 2. Проблема в основном из-за того, что у студента высвечивается строка ""Опубликовано: *дата*"", но по факту - это дата, когда наши разработчики выложили файл на сайт, например 04.10.2022 в 16:50:47, а само видео будет доступно для студента, например, только 10.10.2022 в 8:00:00. Разработчики в курсе ситуации, в дальнейшем студент эту строку перестанет видеть, у него сразу начнёт отображаться доступная лекция."
87;4F1B743991B2ED1773C306E9ABC58C3575F7987CFE0A68839FCAA702BD2FED07;В настоящее время мобильная версия находится в стадии глубокой доработки, поэтому убедительно просим Вас использовать ПК для занятий во избежание проблем с доступом к курсу. Мы приносим Вам свои извинения за доставленные неудобства: проект новый, все возможные ошибки и накладки предугадать заранее не представляется возможным. Что касается возникающих сложностей при использовании мобильной версии, направьте их описание, пожалуйста, на почту , с указанием марки телефона/планшета, версии ОС, браузера и приложенными скриншотами. Коллеги-разработчики будут все описанные студентами проблемы разбирать и править. Благодарим Вас за обращение! С Вашей помощью мы делаем наш проект лучше!=)
88;1753BA3CF30B6D4DEF83BA22AD2569E3B6FB275F8A408989011D6E3112230210;"Обучение проходит в формате асинхронное обучение. Теоретический курс пройти можно в любое удобное для Вас время. Практический курс зависит от того, как быстро Вы будете решать практические задания, и от того, сколько времени потребуется на проверку Ваших работ преподавателем. В среднем на всю программу уходит от 250 академических часов (около 4 часов в неделю). При должном желании обучиться у Вас не возникнет проблем с успеваемостью. Но мы советуем Вам не затягивать со сдачей тестов и домашних заданий, чтобы не формировать искусственную неуспеваемость, которая в свою очередь может привести к отчислению с ""Цифровой Кафедры"". Не допускайте больше 4 неизученных лекций. Помимо основных заданий в рамках курса в процессе обучения запланировано ещё 2 ассесмента от Иннополиса, которые необходимо будет пройти в строго определённые даты, отложить их не получится. ‼️ Следите за новостями в официальной группе ""Цифровой Кафедры"" в Telegram: Желаем Вам удачи в обучении!"
89;266D30F2D29DF57BFEF9D5C9E55E2D7473F3EE5C147A21B66278274DA81EC1B1;Все уроки для Вас доступны в течение обучения на программе, Вы можете пересмотреть изученные лекции в любое время.
90;CD91F7D95486DEE7D73050D3C2E586352BF147007233E5591D426BAB87B78151;"На данный момент нет жёстких регламентов сроков сдачи. Поэтому отправлять д/з считается осмысленным в любой срок (в пределах разумного). Естественно, что в последний день никто проверять задания не будет. Со своей стороны мы советуем Вам не затягивать со сдачей тестов и домашних заданий, чтобы не формировать искусственную неуспеваемость, которая в свою очередь может привести к отчислению с ""Цифровой Кафедры"". Не допускайте больше 4 неизученных лекций. Помимо основных заданий в рамках курса в процессе обучения запланировано ещё 2 ассесмента от Иннополиса, которые необходимо будет пройти в строго определённые даты, отложить их не получится. ‼️ Следите за новостями в официальной группе ""Цифровой Кафедры"" в Telegram: Желаем Вам успехов в обучении!"
100;7290364165D7E591B2958D26C8890DA27B5A629DA4982BF04674BE0CB8D90104;"Стажировка - это обязательный компонент для всех обучающихся при освоении программы дополнительного образования. Студенты проходят стажировку по получаемой профессии на базе компаний-представителей профильной сферы в рамках соглашений с МГТУ им. Н.Э. Баумана. Сроки проведения стажировки: май-июль, продолжительность - ориентировочно 2 недели. Формат стажировки будет обсуждаться со студентами: очный или заочный (удалённый вариант прохождения со свободным графиком). Если Ваша работа близка по профилю к изучаемому курсу ""Цифровой Кафедры"", то стажировка будет зачтена, но для этого нам потребуется скан справки с места работы."
91;02E028AA56AC1402D99B8B50E8B65B0CB2EA66F8CC8084DBA7171118D7A68E5F;"Существует определённая методика обучения и проверки знаний студентов, индивидуально разработанная преподавателями и руководителями каждого из курсов. В целом, причиной для отчисления с ""Цифровой Кафедры"" будет одно из условий: 1. Студент не начал обучение на курсе ЦК (нет ни одной изученной теории); 2. Студент не прошёл ассесмент Иннополиса: а) не прошёл ассесмент вообще (не приступил, пропустил сроки, забыл, опоздал); б) не нажал в конце тестирования ""Завершить"" - тогда ответы не засчитываются, в ЛК будет висеть статус ""Старт"", который после официального завершения ассесмента сменится на ""Вы не прошли тестирование"". В остальных случаях, если студент попадает в список ""отстающих"", Кафедра напрямую связывается с данным обучающимся и в индивидуальном порядке выясняет причины отставания. Со своей стороны мы советуем Вам не затягивать со сдачей тестов и домашних заданий, чтобы не формировать искусственную неуспеваемость, которая в свою очередь может привести к отчислению с ""Цифровой Кафедры"". Не допускайте больше 4 неизученных лекций."
92;C1DB8D4AF0C1D158C898AF162F863E36C3B064DC99BF5B8AE7D828D220323373;"Ректорат МГТУ им. Н. Э. Баумана согласовал нам следующую процедуру получения справки. Вам необходимо обратиться в свой деканат для получения справки об обучении на ""Цифровой Кафедре"". Деканат уточняет, обучается ли данный студент в настоящее время на ЦК, т.к. у нас нет сессий и отчисление возможно по разным причинам в любое время. После получения подтверждения готовится к выдаче типовая справка по месту требования, где будет указано, что конкретный студент проходит обучение на ""Цифровой Кафедре"" по дополнительной профессиональной программе профессиональной переподготовки ""НАЗВАНИЕ КУРСА""."
93;DB70ACD67B06F0DDDEAF20D3BC0AC05215411D11EA069FD5D48207F928003484;"Убедительная просьба к Вам по вопросам д/з писать непосредственно в чат по курсу. Общая поддержка ""Цифровой Кафедры"" не обладает информацией по решению специфических задач, поставленных перед Вами преподавателями в процессе обучения. Спасибо!"
94;B3F41D1A9D8A2C1D868707A09C275C479582D282D65AD8358E1D6354C916D000;Личное общение с лектором по вопросам обучения возможно в формате вебинара, где преподаватель в режиме онлайн отвечает на вопросы студентов и разбирает домашние задания. Других гарантированных вариантов в силу объективных причин нет: на курсе более 400 студентов, если каждый в индивидуальном порядке будет задавать свои вопросы преподавателю, то лектора надолго не хватит, как Вы понимаете). При этом сейчас идёт набор вспомогательного преподавательского состава для увеличения возможностей по проверкам практических заданий и взаимодействию с обучающимися, таким образом появится дополнительная возможность обсудить интересующие Вас вопросы также и вне вебинаров.
95;899A4D239436F221D0E223DB9A3C784AE7DC0BB83B36D2EE5095B03223202481;Методологические подходы определяет руководитель программы исходя из пользы и вреда доступности правильных ответов после теста. В случае с DevOps тест - это срез знаний, но не дополнительная форма обучения.
96;330A87C5428F945DD0235BE127F7341F0F08CC7B07BF68B379E6447E604ACD62;"Вы пошагово следовали инструкции? Телефон удалось подтвердить? Почту корректно указали? Проверьте, пожалуйста, папки ""Спам"", ""Промоакции"" и пр. на наличие писем от . Попробуйте зарегистрироваться на платформе, указав вместо почты Gmail почту Yandex или Mail.ru. Если до конца дня Вам не поступит письмо-подтверждение, сообщите нам"
97;62BC40A1C5A328107A0A8678129A17AF8C5E904B1844694D3643CE382F901E89;Стажировка - это обязательный компонент для всех обучающихся при освоении программы дополнительного образования. Студенты проходят стажировку по получаемой профессии на базе компаний-представителей профильной сферы в рамках соглашений с МГТУ им. Н.Э. Баумана. Формат стажировки будет обсуждаться со студентами: очный или заочный (удалённый вариант прохождения со свободным графиком). Сроки проведения стажировки: май-июль, продолжительность - ориентировочно 2 недели, но возможны индивидуальные варианты (по договорённости с организациями-партнёрами и мотивации студентов).
98;BCE90D7A2D2D77B88FB39BB72286D84B635ED15299E4D2BA5E96C5E9B0451BC3;Сроки проведения стажировки: май-июль, продолжительность - ориентировочно 2 недели, но возможны индивидуальные варианты (по договорённости с организациями-партнёрами и мотивации студентов).
101;598355CA90AF55EFDF8D09CB29087A3BF889FF82E3A3FD1BFF6C59DB9F6179E0;Существует определённая методика обучения, индивидуально разработанная преподавателями и руководителями каждого из курсов. Тесты направлены не только на проверку знаний студентов, но и на развитие в них поисковых функций, на углубление теории и погружение в изучаемый материал, на понимание. Таким образом тесты были специально перефразированы, чтобы обучающиеся вникали в лекцию, внимательно разбирали её, а не искали дословные ответы в предлагаемых вариантах. Убедительно просим Вас не впадать в негатив и не давать поспешных оценок профессионализму преподавателей. Обучение асинхронное, помимо записанных лекций подразумевает вебинары с живым общением с преподавателями, где Вы сможете задать все интересующие Вас вопросы по теме курса. Руководители подключены к курсовым чатам со студентами и в курсе возникающих у обучающихся проблем в процессе освоения программы, что позволяет в дальнейшем вносить некоторые корректировки. Надеемся на Ваше понимание! Спасибо.
102;BD1AE9BE4FE52401C378B2F792AD88DF2C59F4BFFF8EB266F916015B84DFDE1F;Спасибо большое за обратную связь! Мы передадим Ваши пожелания соответствующим представителям Ростелекома, отвечающим за образовательный контент курса. Также хотим обратить Ваше внимание, что студентам для ознакомления доступен скрипт (тексты спикера и презентация) и в случае, если какие-то фразы неразборчивы, можно обратиться к нему. Кроме этого для каждого модуля подготавливается глоссарий, где Вы можете посмотреть термины и аббревиатуры.
103;2B738B73A62D7BF07B043DE5FA9B858EE62755D71849C6491700FF90274A610B;"Ориентировочно март-апрель. Дополнительно будут проинформированы все студенты о старте. 🛑Проверяйте почту и наш официальный канал @dc_bmstu, чтобы не пропустить важные новости; 🛑Явка на тестирование обязательная. НЕЯВКА = ОТЧИСЛЕНИЕ; 🛑Результаты тестирования не влияют на Ваше дальнейшее обучение на ""Цифровой Кафедре""; 🛑Цель данного мероприятия - определить уровень усвоения Вами материала курса на текущий момент, поэтому полагайтесь на себя, ни в коем случае не пытайтесь улучшить свои результаты с использованием сторонней помощи или Google/Yandex; 🛑🛑Тестирование возможно пройти исключительно на ПК, мобильная версия не предусмотрена платформой Иннополиса."
104;A8ED9236CE47C46E1EB7C3615C8F96246228D295CC7826DE8A8F4911215F4359;"Да. Для этого требуется уведомить нас в @dc_bmstu_help. Сообщите нам об этом, указав причину, ФИО, программу. И так же хочется попросить не отчисляться с текущего курса по двум основным причинам: Во-первых, в следующем году, напоминаем, дисциплины ЦК будут включены в программы высшего образования как курсы по выбору. Вы сможете выучиться на другой программе, не бросая эту (и получите два диплома). Тем более останется доступ к материалам, если вдруг вы что то не успеваете, освоить материал можно будет позднее. Плюс у вас будет возможность, перезачесть уже пройденный курс (если вдруг в след году у вас возникнет повышенная нагрузка), это тоже простркнство для ""маневра"", лучше не отказывайтесь от него. Во-вторых, для ЦК важен каждый студент. При массовом характере отчисления цифровая кафедра МГТУ рискует не выполнить план по обучению, тем самым возникнет вопрос о эффективности и целесообразности её существования. В итоге в следующем году цифровой кафедры может уже не быть, грубо говоря."
105;E81429793F49F587E941BA62C771B5C709AA84F2B75398C8629C4067FF786AD2;"Хочется попросить не отчисляться с текущего курса по двум основным причинам: Во-первых, в следующем году, напоминаем, дисциплины ЦК будут включены в программы высшего образования как курсы по выбору. Вы сможете выучиться на другой программе, не бросая эту (и получите два диплома). Тем более останется доступ к материалам, если вдруг вы что то не успеваете, освоить материал можно будет позднее. Плюс у вас будет возможность, перезачесть уже пройденный курс (если вдруг в след году у вас возникнет повышенная нагрузка), это тоже простркнство для ""маневра"", лучше не отказывайтесь от него. Во-вторых, для ЦК важен каждый студент. При массовом характере отчисления цифровая кафедра МГТУ рискует не выполнить план по обучению, тем самым возникнет вопрос о эффективности и целесообразности её существования. В итоге в следующем году цифровой кафедры может уже не быть, грубо говоря. Если все таки вам необходимо отчислиться, то напишите, пожалуйста, в нашу техническую поддержку в Telegram @dc_bmstu_help, указав Ваше ФИО и программу."
106;16EFF1F441079490B4A9BB89B403E719D2549EA55619C1CAA43D68712B84D043;"К сожалению, в настоящий момент поменять программу мы не сможем по причине того, что приказ МГТУ на зачисление студентов был подписан и подан для регистрации на платформе Иннополиса. Таким образом все студенты, которые своевременно подписали заявление-согласие и успешно прошли входной ассесмент, были закреплены каждый за своим курсом, соответственно заявке. Помимо этого количество желающих обучаться на наших программах значительно превзошло количество возможных мест. Если Вы студент-магистр последнего года обучения: Мы советуем Вам не отказываться от программы и всё-таки пройти обучение. Преподаватели у нас замечательные, активные и горят своей профессией. Обещаем, что программа будет интересной и познавательной! Если Вы студент выпускного курса (бакалавр/специалист): Вы планируете продолжать учёбу в магистратуре? ➕ Если да, то Вам нужно будет официально отказаться от обучения на текущем программе, мы Вас отчисляем, при этом за Вами сохраняется возможность бесплатно, за счёт средств федерального бюджета пройти обучение на ""Цифровой Кафедре"" в следующем году. ➖ Если нет, то в таком случае, советуем Вам не отказываться от программы и всё-таки пройти обучение."
107;C918D6DC998D9D8F5351B37989D9A5DBFAEB1BEDCF95F7214672A2E5725BB8AF;Все уроки для Вас доступны в течение обучения на программе, Вы можете пересмотреть изученные лекции в любое время. После завершения обучения у вас так же останется доступ ко всем материалам. Ограничения по доступу пока не рассматривали.
108;509CA6BC55FC414BBDCF8EC7AA8754D50CA7C353771018C2B4FA7CEC5331B85C;Обучение начнется осенью (октябрь-ноябрь) 2024 года.
109;4C84E7AC0D89B536EDE36155DB3E3B207E19286C4596906B98479EF1A44EC07C;Диплом ЦК выдаётся после получения диплома об окончании основного образования.
110;AB569E30185FA5A3BA7427745D477B1552D74EEFCBD08B86C2701E59CACFCB67;"Весной у нас будет новый набор на 2024/25 учебный год. Сам учебный процесс начнётся осенью 2024 г. и продлится до июля 2025 г., Вы должны быть действующим студентом МГТУ им. Н. Э. Баумана - это обязательное условие для обучения на ""Цифровой Кафедре"". Также будет проводиться профориентация для студентов, на которой Вам подробно расскажут о направлениях ""Цифровой Кафедры"", какие навыки Вы приобретёте в процессе обучения, будет проводиться анкетирование. О начале набора обязательно объявим на нашем официальном Telegram-канале: @dc_bmstu , подписывайтесь и следите за новостями. 💡Что касается советов на будущее: 🔍 изучите предлагаемые программы заранее, чтобы выбрать для себя один и записаться в первых числах начала набора; ‼️ при регистрации на bmstu.online будьте предельно внимательны при вводе своих данных, чтобы избежать ошибок при дальнейшей модерации; 📩 отслеживайте статусы заявок в ЛК на bmstu.online и проверяйте почту на наличие официальных писем от (проверяйте папки ""Спам"", ""Промоакции"" и др.), чтобы не пропустить этап подписания заявления на зачисление на курс (это обязательный шаг для поступления!); 📝 пройдите вступительное тестирование (входной ассесмент) в установленные сроки с ПК. Не забудьте нажать в конце теста на кнопку ""Завершить тестирование"", чтобы Ваши ответы засчитались. 📆 При своевременной подаче заявки на программу и дальнейшем соблюдении сроков подписания заявления и прохождения тестирования, Вы повысите шансы получить себе место на Цифровой Кафедре. Ждём Вас на следующем потоке! 😊"
111;BB8B15600B59F4909208A28D7C12BCA639567278B740F5B7FA5CDC5A748B08DF;Курс доступен в Вашем личном кабинете на
112;E73E6F6F1F773376730E874E253CCF21631DC4F4A1B8D7FD813F594B916CF0D9;"Сообщите, пожалуйста, о проблеме в техническую поддержку или найдите решение ниже: 1. Возможно Вы не нажали ""Отметить материал как пройденный"" в моменте, где Вас просят подписаться на группу Вашего курса в Telegram. Только после клика на кнопку открывается доступ к следующему видео. Принцип последовательности изучения лекций сохраняется и в дальнейшем: без клика о прохождении материала доступ к следующему не открывается. 2. Проблема в основном из-за того, что у студента высвечивается строка ""Опубликовано: *дата*"", но по факту - это дата, когда наши разработчики выложили файл на сайт, например 04.10.2022 в 16:50:47, а само видео будет доступно для студента, например, только 10.10.2022 в 8:00:00. Разработчики в курсе ситуации, в дальнейшем студент эту строку перестанет видеть, у него сразу начнёт отображаться доступная лекция."
113;6CA11E378C1A164F071BFA8F49B9E9D6F9D173021963D7C048AB1A0DB5B4A5E3;Напишите, пожалуйста, Ваш запрос на изменение ФИО нашим коллегам из технической поддержки они внесут все необходимые правки.
114;0BB6698750DC8611D1D24A76CF548157C2C99C0010FDA4B7F1FCFFC37AC02D96;"Вы можете подать заявку на поступление в период академического отпуска, однако на момент зачисления на """"Цифровую Кафедру"""" (приказ на зачисление будет сформировываться и подписываться осенью 2024 г.), Вы должны быть действующим студентом, т.е. фактически выйти из академа. Процедуру отбора и зачисления студентов на """"Цифровую Кафедру"""" мы планируем ещё усовершенствовать, более подробная информация о новом наборе появится ближе к весне 2024 г. Подписывайтесь и следите за новостями в официальной группе """"Цифровой Кафедры"""" в Telegram: @dc_bmstu"
115;51E6A981CA0AB3BFCC249A7B18CBA3E6A3203D4C93F3126FBD67FB859A3AFF38;Добрый день! Второй ассесмент ожидается в марте-апреле 2024 года
116;D0A08B25C437B1533503493CC2AB191C534555CCD90CC8C0217838AA2C03E1D6;Добрый день! Второй ассесмент ожидается в марте-апреле 2024 года
117;196190ABD6C6A7F5F6446899F93D9E74208D41202BB84EA223A13435844330C4;Выдача дипломов происходит после того, как студент предоставит информацию по диплому об основном образовании (то есть после окончания обучения в вузе).
118;1B9D425FEA382AEAB678905BDD7AE00925B0FB39773F0313CDA108E087CA8838;Добрый день! За призами пишите сюда:
120;C482FAE651E7038B071A82AC090C6927D35DE102F97FD72D7ACF447D57E2882F;Для выпускников 2023 года были подготовлены справки в 2023 году. Справки засчитываются в вузе за достижение (профессиональную переподготовку) и дают дополнительные баллы для поступления в магистратуру. Для того, чтобы подготовить вам диплом - необходимо заполнить яндекс форму, которая была разослана по чатам программ. После этого мы сможем подготовить вам диплом.
121;5A8587C901E4D043FC2B5B435C0E1884194B7990D58444A02BB7C706FA26D90D;Выдача дипломов происходит после того, как студент предоставит информацию по диплому об основном образовании (то есть после окончания обучения в вузе). Информацию необходимо вносить в яндекс формы, которые рассылаем по чатам программ.
122;01755AFDE11BA8196F7638A577C57E0E53CA56F2534EC063FFF154174FBD0DF2;Для выпускников 2023 года были подготовлены справки в 2023 году. Справки засчитываются в вузе за достижение (профессиональную переподготовку) и дают дополнительные баллы для поступления в магистратуру. Для того, чтобы подготовить вам диплом - необходимо заполнить яндекс форму, которая была разослана по чатам программ. После этого мы сможем подготовить вам диплом. Для выпускников 2024 года уже готовим справки. Дипломы сможем выдать только после 31 июля.
123;701CB2A70060FF2B8C6D7EB9C5CE3B89E1FF3833B796ADD7E5753A85E9335F64;Для выпускников 2023 года были подготовлены справки в 2023 году. Справки засчитываются в вузе за достижение (профессиональную переподготовку) и дают дополнительные баллы для поступления в магистратуру. Для того, чтобы подготовить вам диплом - необходимо заполнить яндекс форму, которая была разослана по чатам программ. После этого мы сможем подготовить вам диплом. Для выпускников 2024: Необходимо заполнить форму для получения справки для поступления в магистратуру: Почту обязательно указываем ту, которая используется в LMS, на неё будет отправлена справка!!! Дипломы сможем выдать только после 31 июля.
124;47BAB8D3CA98E69F8EC315647EC9165D0CEDE114F01527BB4537CA74E3D44BB4;"💡Что касается советов на будущее: 🔍 изучите предлагаемые программы заранее, чтобы выбрать для себя один и записаться в первых числах начала набора; ‼️ при регистрации на lms.bmstu.ru будьте предельно внимательны при вводе своих данных, чтобы избежать ошибок при дальнейшей модерации; 📩 отслеживайте статусы заявок в ЛК на bmstu.online и проверяйте почту на наличие официальных писем от (проверяйте папки ""Спам"", ""Промоакции"" и др.), чтобы не пропустить этап подписания заявления на зачисление на курс (это обязательный шаг для поступления!); 📝 пройдите вступительное тестирование (входной ассесмент) в установленные сроки с ПК. Не забудьте нажать в конце теста на кнопку ""Завершить тестирование"", чтобы Ваши ответы засчитались. 📆 При своевременной подаче заявки на программу и дальнейшем соблюдении сроков подписания заявления и прохождения тестирования, Вы повысите шансы получить себе место на Цифровой Кафедре. Ждём Вас на следующем потоке! 😊"
125;D57F5633378D72F9EEC9FDAD88972F612522D5E0A0B02B60A9FE57E96473ED45;Диплом о профессиональной переподготовке на ЦК даёт 10 баллов к магистратуре
126;12FDAF6E99C0C7281283D967CC8B9E59CD15CCBB6C5F05616C3249324E7EA446;Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: Вторник (09.07) с 10 до 19 Среда (10.07) с 10 до 19 Пятница (12.07) с 10 до 18 Следующая неделя 16 июля (с 10 до 19) 18 июля (с 10 до 19) 19 июля ( с 10 до 18) Мы находимся в УНП (управление научной политики). Главное здание, вход со стороны 2-ой Бауманской. Над Сбербанком надо подняться на 3 этаж. Кабинет 341. В опенспейсе необходимо подойти к столу Цифровой кафедры (самый дальний стол от входа) При входе можно спросить, куда подойти к ЦИфровой кафедре, сотрудники подскажут.
127;9768A89523E4A32D21F03EAE1CE06A7E2CB7BB81333D0483D3460FCF4DCADAEB;Добрый день! Да, для этого необходимо написать доверенность в свободной форме: Я, Иванов Иван Иванович, 01.01.1970 года рождения, паспорт серии 11 11 номер 111111, выдан УФМС России по Гор Москве по району Отрадное, разрешаю забрать свой диплом Цифровой кафедры Петрову Петру Петровичу, 02.02.1970 года рождения, паспорт серии 22 22 номер 222222, выдан УФМС России по Гор Москве по району Останкинский
171;2DB361A833038EDBF47367AB0E61E3278E1A28C33DEAF2ED5B47F0F1EB874316;Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: С понедельника по среду с 11 до 17. Бауманская улица, 57 2 этаж, кабинет 203 В дверь мимо охраны, с правой стороны лифты
128;3B926BFAC99AE4CFB403BC43CE33BFE17B36F286E05DDE6ED6A4030B909E9374;Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: Вторник (09.07) с 10 до 19 Среда (10.07) с 10 до 19 Пятница (12.07) с 10 до 18 Следующая неделя 16 июля (с 10 до 19) 18 июля (с 10 до 19) 19 июля ( с 10 до 18) Мы находимся в УНП (управление научной политики). Главное здание, вход со стороны 2-ой Бауманской. Над Сбербанком надо подняться на 3 этаж. Кабинет 341. В опенспейсе необходимо подойти к столу Цифровой кафедры (самый дальний стол от входа) При входе можно спросить, куда подойти к ЦИфровой кафедре, сотрудники подскажут. Временный пропуск 1. Адрес бюро пропусков 2-я Бауманская, дом 5 строение 12 (КПП 1) 2. С паспортом к охране подойти и сказать «забрать диплом Цифровой кафедры»
129;2FDADB466499ABE3CBF0815B894C97001C9A0103132208F2B406C2297B7141F1;Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: С 10 до 18 Вторник (09.07) с 10 до 19 Среда (10.07) с 10 до 19 Пятница (12.07) с 10 до 18 Следующая неделя 16 июля (с 10 до 19) 18 июля (с 10 до 19) 19 июля ( с 10 до 18) Мы находимся в УНП (управление научной политики). Главное здание, вход со стороны 2-ой Бауманской. Над Сбербанком надо подняться на 3 этаж. Кабинет 341. В опенспейсе необходимо подойти к столу Цифровой кафедры (самый дальний стол от входа) При входе можно спросить, куда подойти к ЦИфровой кафедре, сотрудники подскажут. Временный пропуск 1. Адрес бюро пропусков 2-я Бауманская, дом 5 строение 12 (КПП 1) 2. С паспортом к охране подойти и сказать «забрать диплом Цифровой кафедры»
130;FA0E42D194DD79C99B23A78D09B3DE59D3861C495C3C920CD0916117781C9611;Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: 16 июля (с 10 до 19) 18 июля (с 10 до 19) 19 июля ( с 10 до 18) 22 июля (с 11 до 18) 24 июля (с 11 до 18) 26 июля ( с 11 до 17) Мы находимся в УНП (управление научной политики). Главное здание, вход со стороны 2-ой Бауманской. Над Сбербанком надо подняться на 3 этаж. Кабинет 341. В опенспейсе необходимо подойти к столу Цифровой кафедры (самый дальний стол от входа) При входе можно спросить, куда подойти к ЦИфровой кафедре, сотрудники подскажут. Временный пропуск 1. Адрес бюро пропусков 2-я Бауманская, дом 5 строение 12 (КПП 1) 2. С паспортом к охране подойти и сказать «забрать диплом Цифровой кафедры»
131;DF31CDD1E44F6AFFE261FA1C082A7A1F5FC25D58E9AE8EFB6DAD669A19422BA2;Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: 26 июля ( с 11 до 17) 29 июля ( с 11 до 17) 30 июля ( с 11 до 17) 31 июля ( с 11 до 17) 1 августа ( с 11 до 17) 2 августа ( с 11 до 17) Мы находимся в УНП (управление научной политики). Главное здание, вход со стороны 2-ой Бауманской. Над Сбербанком надо подняться на 3 этаж. Кабинет 341. В опенспейсе необходимо подойти к столу Цифровой кафедры (самый дальний стол от входа) При входе можно спросить, куда подойти к ЦИфровой кафедре, сотрудники подскажут. Временный пропуск 1. Адрес бюро пропусков 2-я Бауманская, дом 5 строение 12 (КПП 1) 2. С паспортом к охране подойти и сказать «забрать диплом Цифровой кафедры»
